,Net_Artikels,Max,Min
2020-01-05,612.0,862.0,362.0
2020-01-12,724.0,974.0,474.0
2020-01-19,931.0,1181.0,681.0
2020-01-26,1046.0,1296.0,796.0
2020-02-02,1055.0,1305.0,805.0
2020-02-09,1150.0,1400.0,900.0
2020-02-16,1165.0,1415.0,915.0
2020-02-23,1286.0,1536.0,1036.0
2020-03-01,1336.0,1586.0,1086.0
2020-03-08,1350.0,1600.0,1100.0
2020-03-15,1409.0,1659.0,1159.0
2020-03-22,1499.0,1749.0,1249.0
2020-03-29,1546.0,1796.0,1296.0
2020-04-05,1597.0,1847.0,1347.0
2020-04-12,1840.0,2090.0,1590.0
2020-04-19,1821.0,2071.0,1571.0
2020-04-26,1586.0,1836.0,1336.0
2020-05-03,1528.0,1778.0,1278.0
2020-05-10,1600.0,1850.0,1350.0
2020-05-17,1539.0,1789.0,1289.0
2020-05-24,1552.0,1802.0,1302.0
2020-05-31,1547.0,1797.0,1297.0
2020-06-07,1672.0,1922.0,1422.0
2020-06-14,1784.0,2034.0,1534.0
2020-06-21,1869.0,2119.0,1619.0
2020-06-28,2090.0,2340.0,1840.0
2020-07-05,2080.0,2330.0,1830.0
2020-07-12,2084.0,2334.0,1834.0
2020-07-19,1933.0,2183.0,1683.0
2020-07-26,1838.0,2088.0,1588.0
2020-08-02,1524.0,1774.0,1274.0
2020-08-09,1253.0,1503.0,1003.0
2020-08-16,1172.0,1422.0,922.0
2020-08-23,1242.0,1492.0,992.0
2020-08-30,1468.0,1718.0,1218.0
2020-09-06,1543.0,1793.0,1293.0
2020-09-13,1707.0,1957.0,1457.0
2020-09-20,1811.0,2061.0,1561.0
2020-09-27,1829.0,2079.0,1579.0
2020-10-04,1821.0,2071.0,1571.0
2020-10-11,1825.0,2075.0,1575.0
2020-10-18,1871.0,2121.0,1621.0
2020-10-25,1875.0,2125.0,1625.0
2020-11-01,1835.0,2085.0,1585.0
2020-11-08,1802.0,2052.0,1552.0
2020-11-15,1763.0,2013.0,1513.0
2020-11-22,1778.0,2028.0,1528.0
2020-11-29,1759.0,2009.0,1509.0
2020-12-06,1706.0,1956.0,1456.0
2020-12-13,1564.0,1814.0,1314.0
2020-12-20,1434.0,1684.0,1184.0
2020-12-27,1196.0,1446.0,946.0
