,Net_Artikels,Max,Min
2022-01-02,1056.0,1306.0,806.0
2022-01-09,994.0,1244.0,744.0
2022-01-16,1447.0,1697.0,1197.0
2022-01-23,1596.0,1846.0,1346.0
2022-01-30,1623.0,1873.0,1373.0
2022-02-06,1763.0,2013.0,1513.0
2022-02-13,1862.0,2112.0,1612.0
2022-02-20,1965.0,2215.0,1715.0
2022-02-27,2052.0,2302.0,1802.0
2022-03-06,2210.0,2460.0,1960.0
2022-03-13,2327.0,2577.0,2077.0
2022-03-20,2387.0,2637.0,2137.0
2022-03-27,2427.0,2677.0,2177.0
2022-04-03,2518.0,2768.0,2268.0
2022-04-10,2687.0,2937.0,2437.0
2022-04-17,2672.0,2922.0,2422.0
2022-04-24,2507.0,2757.0,2257.0
2022-05-01,2456.0,2706.0,2206.0
2022-05-08,2520.0,2770.0,2270.0
2022-05-15,2496.0,2746.0,2246.0
2022-05-22,2534.0,2784.0,2284.0
2022-05-29,2474.0,2724.0,2224.0
2022-06-05,2609.0,2859.0,2359.0
2022-06-12,2749.0,2999.0,2499.0
2022-06-19,2797.0,3047.0,2547.0
2022-06-26,3025.0,3275.0,2775.0
2022-07-03,3036.0,3286.0,2786.0
2022-07-10,3098.0,3348.0,2848.0
2022-07-17,3029.0,3279.0,2779.0
2022-07-24,3042.0,3292.0,2792.0
2022-07-31,2506.0,2756.0,2256.0
2022-08-07,2030.0,2280.0,1780.0
2022-08-14,1818.0,2068.0,1568.0
2022-08-21,1730.0,1980.0,1480.0
2022-08-28,2082.0,2332.0,1832.0
2022-09-04,2313.0,2563.0,2063.0
2022-09-11,2545.0,2795.0,2295.0
2022-09-18,2634.0,2884.0,2384.0
2022-09-25,2672.0,2922.0,2422.0
2022-10-02,2704.0,2954.0,2454.0
2022-10-09,2779.0,3029.0,2529.0
2022-10-16,2862.0,3112.0,2612.0
2022-10-23,2903.0,3153.0,2653.0
2022-10-30,2846.0,3096.0,2596.0
2022-11-06,2809.0,3059.0,2559.0
2022-11-13,2645.0,2895.0,2395.0
2022-11-20,2630.0,2880.0,2380.0
2022-11-27,2573.0,2823.0,2323.0
2022-12-04,2553.0,2803.0,2303.0
2022-12-11,2353.0,2603.0,2103.0
2022-12-18,2185.0,2435.0,1935.0
2022-12-25,1922.0,2172.0,1672.0
