,Net_Artikels,Max,Min
2020-01-05,6862.0,8862.0,4862.0
2020-01-12,7188.0,9188.0,5188.0
2020-01-19,9238.0,11238.0,7238.0
2020-01-26,10115.0,12115.0,8115.0
2020-02-02,10521.0,12521.0,8521.0
2020-02-09,11114.0,13114.0,9114.0
2020-02-16,11148.0,13148.0,9148.0
2020-02-23,11968.0,13968.0,9968.0
2020-03-01,12807.0,14807.0,10807.0
2020-03-08,12805.0,14805.0,10805.0
2020-03-15,13518.0,15518.0,11518.0
2020-03-22,14432.0,16432.0,12432.0
2020-03-29,15078.0,17078.0,13078.0
2020-04-05,15384.0,17384.0,13384.0
2020-04-12,15585.0,17585.0,13585.0
2020-04-19,15104.0,17104.0,13104.0
2020-04-26,15566.0,17566.0,13566.0
2020-05-03,15105.0,17105.0,13105.0
2020-05-10,14963.0,16963.0,12963.0
2020-05-17,14912.0,16912.0,12912.0
2020-05-24,14745.0,16745.0,12745.0
2020-05-31,14031.0,16031.0,12031.0
2020-06-07,13836.0,15836.0,11836.0
2020-06-14,13998.0,15998.0,11998.0
2020-06-21,14804.0,16804.0,12804.0
2020-06-28,15134.0,17134.0,13134.0
2020-07-05,15309.0,17309.0,13309.0
2020-07-12,14976.0,16976.0,12976.0
2020-07-19,14918.0,16918.0,12918.0
2020-07-26,14260.0,16260.0,12260.0
2020-08-02,12194.0,14194.0,10194.0
2020-08-09,10379.0,12379.0,8379.0
2020-08-16,10197.0,12197.0,8197.0
2020-08-23,10729.0,12729.0,8729.0
2020-08-30,12028.0,14028.0,10028.0
2020-09-06,12933.0,14933.0,10933.0
2020-09-13,13976.0,15976.0,11976.0
2020-09-20,14937.0,16937.0,12937.0
2020-09-27,15597.0,17597.0,13597.0
2020-10-04,16255.0,18255.0,14255.0
2020-10-11,17148.0,19148.0,15148.0
2020-10-18,17567.0,19567.0,15567.0
2020-10-25,16960.0,18960.0,14960.0
2020-11-01,16643.0,18643.0,14643.0
2020-11-08,16748.0,18748.0,14748.0
2020-11-15,16033.0,18033.0,14033.0
2020-11-22,16153.0,18153.0,14153.0
2020-11-29,16209.0,18209.0,14209.0
2020-12-06,15504.0,17504.0,13504.0
2020-12-13,14773.0,16773.0,12773.0
2020-12-20,13776.0,15776.0,11776.0
2020-12-27,11830.0,13830.0,9830.0
