,Net_Artikels,Max,Min
2021-01-03,7408.0,9408.0,5408.0
2021-01-10,7347.0,9347.0,5347.0
2021-01-17,9675.0,11675.0,7675.0
2021-01-24,10693.0,12693.0,8693.0
2021-01-31,11414.0,13414.0,9414.0
2021-02-07,12922.0,14922.0,10922.0
2021-02-14,13237.0,15237.0,11237.0
2021-02-21,13777.0,15777.0,11777.0
2021-02-28,14440.0,16440.0,12440.0
2021-03-07,14775.0,16775.0,12775.0
2021-03-14,15705.0,17705.0,13705.0
2021-03-21,16430.0,18430.0,14430.0
2021-03-28,16880.0,18880.0,14880.0
2021-04-04,16939.0,18939.0,14939.0
2021-04-11,16967.0,18967.0,14967.0
2021-04-18,16410.0,18410.0,14410.0
2021-04-25,16680.0,18680.0,14680.0
2021-05-02,16427.0,18427.0,14427.0
2021-05-09,16153.0,18153.0,14153.0
2021-05-16,16131.0,18131.0,14131.0
2021-05-23,16184.0,18184.0,14184.0
2021-05-30,15467.0,17467.0,13467.0
2021-06-06,15267.0,17267.0,13267.0
2021-06-13,15468.0,17468.0,13468.0
2021-06-20,16362.0,18362.0,14362.0
2021-06-27,16521.0,18521.0,14521.0
2021-07-04,16694.0,18694.0,14694.0
2021-07-11,16382.0,18382.0,14382.0
2021-07-18,16395.0,18395.0,14395.0
2021-07-25,15641.0,17641.0,13641.0
2021-08-01,13458.0,15458.0,11458.0
2021-08-08,11170.0,13170.0,9170.0
2021-08-15,10846.0,12846.0,8846.0
2021-08-22,11374.0,13374.0,9374.0
2021-08-29,12827.0,14827.0,10827.0
2021-09-05,14093.0,16093.0,12093.0
2021-09-12,15184.0,17184.0,13184.0
2021-09-19,16169.0,18169.0,14169.0
2021-09-26,16474.0,18474.0,14474.0
2021-10-03,17298.0,19298.0,15298.0
2021-10-10,18271.0,20271.0,16271.0
2021-10-17,18668.0,20668.0,16668.0
2021-10-24,18337.0,20337.0,16337.0
2021-10-31,17850.0,19850.0,15850.0
2021-11-07,17948.0,19948.0,15948.0
2021-11-14,17133.0,19133.0,15133.0
2021-11-21,17380.0,19380.0,15380.0
2021-11-28,17489.0,19489.0,15489.0
2021-12-05,16879.0,18879.0,14879.0
2021-12-12,16027.0,18027.0,14027.0
2021-12-19,15089.0,17089.0,13089.0
2021-12-26,12964.0,14964.0,10964.0
