,Net_Artikels,Max,Min
2021-01-03,95.0,120.0,70.0
2021-01-10,99.0,124.0,74.0
2021-01-17,114.0,139.0,89.0
2021-01-24,119.0,144.0,94.0
2021-01-31,122.0,147.0,97.0
2021-02-07,116.0,141.0,91.0
2021-02-14,121.0,146.0,96.0
2021-02-21,119.0,144.0,94.0
2021-02-28,127.0,152.0,102.0
2021-03-07,124.0,149.0,99.0
2021-03-14,143.0,168.0,118.0
2021-03-21,161.0,186.0,136.0
2021-03-28,170.0,195.0,145.0
2021-04-04,164.0,189.0,139.0
2021-04-11,178.0,203.0,153.0
2021-04-18,176.0,201.0,151.0
2021-04-25,173.0,198.0,148.0
2021-05-02,181.0,206.0,156.0
2021-05-09,176.0,201.0,151.0
2021-05-16,175.0,200.0,150.0
2021-05-23,179.0,204.0,154.0
2021-05-30,173.0,198.0,148.0
2021-06-06,169.0,194.0,144.0
2021-06-13,184.0,209.0,159.0
2021-06-20,189.0,214.0,164.0
2021-06-27,200.0,225.0,175.0
2021-07-04,216.0,241.0,191.0
2021-07-11,201.0,226.0,176.0
2021-07-18,195.0,220.0,170.0
2021-07-25,183.0,208.0,158.0
2021-08-01,177.0,202.0,152.0
2021-08-08,155.0,180.0,130.0
2021-08-15,156.0,181.0,131.0
2021-08-22,166.0,191.0,141.0
2021-08-29,175.0,200.0,150.0
2021-09-05,178.0,203.0,153.0
2021-09-12,186.0,211.0,161.0
2021-09-19,201.0,226.0,176.0
2021-09-26,210.0,235.0,185.0
2021-10-03,201.0,226.0,176.0
2021-10-10,201.0,226.0,176.0
2021-10-17,203.0,228.0,178.0
2021-10-24,200.0,225.0,175.0
2021-10-31,199.0,224.0,174.0
2021-11-07,181.0,206.0,156.0
2021-11-14,187.0,212.0,162.0
2021-11-21,184.0,209.0,159.0
2021-11-28,179.0,204.0,154.0
2021-12-05,173.0,198.0,148.0
2021-12-12,172.0,197.0,147.0
2021-12-19,155.0,180.0,130.0
2021-12-26,141.0,166.0,116.0
