,Net_Artikels,Max,Min
2022-01-02,91.0,116.0,66.0
2022-01-09,88.0,113.0,63.0
2022-01-16,107.0,132.0,82.0
2022-01-23,114.0,139.0,89.0
2022-01-30,123.0,148.0,98.0
2022-02-06,118.0,143.0,93.0
2022-02-13,122.0,147.0,97.0
2022-02-20,119.0,144.0,94.0
2022-02-27,125.0,150.0,100.0
2022-03-06,127.0,152.0,102.0
2022-03-13,140.0,165.0,115.0
2022-03-20,152.0,177.0,127.0
2022-03-27,167.0,192.0,142.0
2022-04-03,163.0,188.0,138.0
2022-04-10,172.0,197.0,147.0
2022-04-17,174.0,199.0,149.0
2022-04-24,177.0,202.0,152.0
2022-05-01,179.0,204.0,154.0
2022-05-08,167.0,192.0,142.0
2022-05-15,165.0,190.0,140.0
2022-05-22,163.0,188.0,138.0
2022-05-29,158.0,183.0,133.0
2022-06-05,156.0,181.0,131.0
2022-06-12,169.0,194.0,144.0
2022-06-19,171.0,196.0,146.0
2022-06-26,182.0,207.0,157.0
2022-07-03,199.0,224.0,174.0
2022-07-10,194.0,219.0,169.0
2022-07-17,185.0,210.0,160.0
2022-07-24,177.0,202.0,152.0
2022-07-31,174.0,199.0,149.0
2022-08-07,149.0,174.0,124.0
2022-08-14,142.0,167.0,117.0
2022-08-21,148.0,173.0,123.0
2022-08-28,159.0,184.0,134.0
2022-09-04,174.0,199.0,149.0
2022-09-11,181.0,206.0,156.0
2022-09-18,190.0,215.0,165.0
2022-09-25,181.0,206.0,156.0
2022-10-02,180.0,205.0,155.0
2022-10-09,180.0,205.0,155.0
2022-10-16,181.0,206.0,156.0
2022-10-23,178.0,203.0,153.0
2022-10-30,180.0,205.0,155.0
2022-11-06,166.0,191.0,141.0
2022-11-13,168.0,193.0,143.0
2022-11-20,163.0,188.0,138.0
2022-11-27,157.0,182.0,132.0
2022-12-04,152.0,177.0,127.0
2022-12-11,153.0,178.0,128.0
2022-12-18,141.0,166.0,116.0
2022-12-25,131.0,156.0,106.0
