,Net_Artikels,Max,Min
2020-01-05,990.0,1240.0,740.0
2020-01-12,1220.0,1470.0,970.0
2020-01-19,1535.0,1785.0,1285.0
2020-01-26,1617.0,1867.0,1367.0
2020-02-02,1660.0,1910.0,1410.0
2020-02-09,1727.0,1977.0,1477.0
2020-02-16,1747.0,1997.0,1497.0
2020-02-23,1859.0,2109.0,1609.0
2020-03-01,1898.0,2148.0,1648.0
2020-03-08,1895.0,2145.0,1645.0
2020-03-15,2113.0,2363.0,1863.0
2020-03-22,2300.0,2550.0,2050.0
2020-03-29,2294.0,2544.0,2044.0
2020-04-05,2464.0,2714.0,2214.0
2020-04-12,2581.0,2831.0,2331.0
2020-04-19,2533.0,2783.0,2283.0
2020-04-26,2623.0,2873.0,2373.0
2020-05-03,2530.0,2780.0,2280.0
2020-05-10,2623.0,2873.0,2373.0
2020-05-17,2639.0,2889.0,2389.0
2020-05-24,2718.0,2968.0,2468.0
2020-05-31,2656.0,2906.0,2406.0
2020-06-07,2840.0,3090.0,2590.0
2020-06-14,2834.0,3084.0,2584.0
2020-06-21,3027.0,3277.0,2777.0
2020-06-28,3233.0,3483.0,2983.0
2020-07-05,3205.0,3455.0,2955.0
2020-07-12,3080.0,3330.0,2830.0
2020-07-19,3062.0,3312.0,2812.0
2020-07-26,2910.0,3160.0,2660.0
2020-08-02,2696.0,2946.0,2446.0
2020-08-09,2421.0,2671.0,2171.0
2020-08-16,2555.0,2805.0,2305.0
2020-08-23,2760.0,3010.0,2510.0
2020-08-30,3052.0,3302.0,2802.0
2020-09-06,3043.0,3293.0,2793.0
2020-09-13,2962.0,3212.0,2712.0
2020-09-20,3138.0,3388.0,2888.0
2020-09-27,3112.0,3362.0,2862.0
2020-10-04,3002.0,3252.0,2752.0
2020-10-11,3076.0,3326.0,2826.0
2020-10-18,3188.0,3438.0,2938.0
2020-10-25,3283.0,3533.0,3033.0
2020-11-01,3203.0,3453.0,2953.0
2020-11-08,3002.0,3252.0,2752.0
2020-11-15,2891.0,3141.0,2641.0
2020-11-22,2939.0,3189.0,2689.0
2020-11-29,2829.0,3079.0,2579.0
2020-12-06,2672.0,2922.0,2422.0
2020-12-13,2284.0,2534.0,2034.0
2020-12-20,1955.0,2205.0,1705.0
2020-12-27,1592.0,1842.0,1342.0
