,Net_Artikels,Max,Min
2021-01-03,2107.0,2357.0,1857.0
2021-01-10,2239.0,2489.0,1989.0
2021-01-17,2516.0,2766.0,2266.0
2021-01-24,2586.0,2836.0,2336.0
2021-01-31,2646.0,2896.0,2396.0
2021-02-07,2712.0,2962.0,2462.0
2021-02-14,2764.0,3014.0,2514.0
2021-02-21,2849.0,3099.0,2599.0
2021-02-28,2925.0,3175.0,2675.0
2021-03-07,2961.0,3211.0,2711.0
2021-03-14,3130.0,3380.0,2880.0
2021-03-21,3277.0,3527.0,3027.0
2021-03-28,3309.0,3559.0,3059.0
2021-04-04,3402.0,3652.0,3152.0
2021-04-11,3467.0,3717.0,3217.0
2021-04-18,3416.0,3666.0,3166.0
2021-04-25,3539.0,3789.0,3289.0
2021-05-02,3537.0,3787.0,3287.0
2021-05-09,3588.0,3838.0,3338.0
2021-05-16,3655.0,3905.0,3405.0
2021-05-23,3741.0,3991.0,3491.0
2021-05-30,3716.0,3966.0,3466.0
2021-06-06,3838.0,4088.0,3588.0
2021-06-13,3850.0,4100.0,3600.0
2021-06-20,3955.0,4205.0,3705.0
2021-06-27,4110.0,4360.0,3860.0
2021-07-04,4053.0,4303.0,3803.0
2021-07-11,3931.0,4181.0,3681.0
2021-07-18,3945.0,4195.0,3695.0
2021-07-25,3885.0,4135.0,3635.0
2021-08-01,3724.0,3974.0,3474.0
2021-08-08,3508.0,3758.0,3258.0
2021-08-15,3617.0,3867.0,3367.0
2021-08-22,3776.0,4026.0,3526.0
2021-08-29,3978.0,4228.0,3728.0
2021-09-05,4040.0,4290.0,3790.0
2021-09-12,3996.0,4246.0,3746.0
2021-09-19,4132.0,4382.0,3882.0
2021-09-26,4092.0,4342.0,3842.0
2021-10-03,4052.0,4302.0,3802.0
2021-10-10,4099.0,4349.0,3849.0
2021-10-17,4212.0,4462.0,3962.0
2021-10-24,4272.0,4522.0,4022.0
2021-10-31,4248.0,4498.0,3998.0
2021-11-07,4113.0,4363.0,3863.0
2021-11-14,4048.0,4298.0,3798.0
2021-11-21,4096.0,4346.0,3846.0
2021-11-28,4027.0,4277.0,3777.0
2021-12-05,3916.0,4166.0,3666.0
2021-12-12,3651.0,3901.0,3401.0
2021-12-19,3430.0,3680.0,3180.0
2021-12-26,3107.0,3357.0,2857.0
