,Net_Artikels,Max,Min
2021-01-03,9067.0,11067.0,7067.0
2021-01-10,10197.0,12197.0,8197.0
2021-01-17,14088.0,16088.0,12088.0
2021-01-24,14345.0,16345.0,12345.0
2021-01-31,14637.0,16637.0,12637.0
2021-02-07,15382.0,17382.0,13382.0
2021-02-14,15617.0,17617.0,13617.0
2021-02-21,16410.0,18410.0,14410.0
2021-02-28,16411.0,18411.0,14411.0
2021-03-07,16606.0,18606.0,14606.0
2021-03-14,17290.0,19290.0,15290.0
2021-03-21,17989.0,19989.0,15989.0
2021-03-28,18280.0,20280.0,16280.0
2021-04-04,18476.0,20476.0,16476.0
2021-04-11,19049.0,21049.0,17049.0
2021-04-18,19272.0,21272.0,17272.0
2021-04-25,19581.0,21581.0,17581.0
2021-05-02,19379.0,21379.0,17379.0
2021-05-09,19744.0,21744.0,17744.0
2021-05-16,19711.0,21711.0,17711.0
2021-05-23,20153.0,22153.0,18153.0
2021-05-30,19980.0,21980.0,17980.0
2021-06-06,20337.0,22337.0,18337.0
2021-06-13,21418.0,23418.0,19418.0
2021-06-20,21642.0,23642.0,19642.0
2021-06-27,22202.0,24202.0,20202.0
2021-07-04,22663.0,24663.0,20663.0
2021-07-11,22521.0,24521.0,20521.0
2021-07-18,22217.0,24217.0,20217.0
2021-07-25,21457.0,23457.0,19457.0
2021-08-01,19159.0,21159.0,17159.0
2021-08-08,16981.0,18981.0,14981.0
2021-08-15,16681.0,18681.0,14681.0
2021-08-22,17840.0,19840.0,15840.0
2021-08-29,20079.0,22079.0,18079.0
2021-09-05,21148.0,23148.0,19148.0
2021-09-12,21544.0,23544.0,19544.0
2021-09-19,22657.0,24657.0,20657.0
2021-09-26,23575.0,25575.0,21575.0
2021-10-03,23584.0,25584.0,21584.0
2021-10-10,23700.0,25700.0,21700.0
2021-10-17,24177.0,26177.0,22177.0
2021-10-24,24322.0,26322.0,22322.0
2021-10-31,24299.0,26299.0,22299.0
2021-11-07,23494.0,25494.0,21494.0
2021-11-14,22658.0,24658.0,20658.0
2021-11-21,22622.0,24622.0,20622.0
2021-11-28,22037.0,24037.0,20037.0
2021-12-05,21977.0,23977.0,19977.0
2021-12-12,20294.0,22294.0,18294.0
2021-12-19,18648.0,20648.0,16648.0
2021-12-26,15413.0,17413.0,13413.0
