,Net_Artikels,Max,Min
2023-01-08,9400.0,11400.0,7400.0
2023-01-15,11456.0,13456.0,9456.0
2023-01-22,14108.0,16108.0,12108.0
2023-01-29,15093.0,17093.0,13093.0
2023-02-05,15774.0,17774.0,13774.0
2023-02-12,16566.0,18566.0,14566.0
2023-02-19,16585.0,18585.0,14585.0
2023-02-26,17649.0,19649.0,15649.0
2023-03-05,18731.0,20731.0,16731.0
2023-03-12,18837.0,20837.0,16837.0
2023-03-19,20088.0,22088.0,18088.0
2023-03-26,21225.0,23225.0,19225.0
2023-04-02,21604.0,23604.0,19604.0
2023-04-09,22227.0,24227.0,20227.0
2023-04-16,23748.0,25748.0,21748.0
2023-04-23,23488.0,25488.0,21488.0
2023-04-30,23107.0,25107.0,21107.0
2023-05-07,22868.0,24868.0,20868.0
2023-05-14,23002.0,25002.0,21002.0
2023-05-21,23176.0,25176.0,21176.0
2023-05-28,23246.0,25246.0,21246.0
2023-06-04,23092.0,25092.0,21092.0
2023-06-11,23935.0,25935.0,21935.0
2023-06-18,24588.0,26588.0,22588.0
2023-06-25,25253.0,27253.0,23253.0
2023-07-02,26099.0,28099.0,24099.0
2023-07-09,26793.0,28793.0,24793.0
2023-07-16,26248.0,28248.0,24248.0
2023-07-23,25934.0,27934.0,23934.0
2023-07-30,24340.0,26340.0,22340.0
2023-08-06,22248.0,24248.0,20248.0
2023-08-13,18538.0,20538.0,16538.0
2023-08-20,17913.0,19913.0,15913.0
2023-08-27,20128.0,22128.0,18128.0
2023-09-03,22462.0,24462.0,20462.0
2023-09-10,23974.0,25974.0,21974.0
2023-09-17,25783.0,27783.0,23783.0
2023-09-24,27964.0,29964.0,25964.0
2023-10-01,27893.0,29893.0,25893.0
2023-10-08,27510.0,29510.0,25510.0
2023-10-15,27635.0,29635.0,25635.0
2023-10-22,28269.0,30269.0,26269.0
2023-10-29,27997.0,29997.0,25997.0
2023-11-05,27608.0,29608.0,25608.0
2023-11-12,26813.0,28813.0,24813.0
2023-11-19,26144.0,28144.0,24144.0
2023-11-26,25698.0,27698.0,23698.0
2023-12-03,25489.0,27489.0,23489.0
2023-12-10,24550.0,26550.0,22550.0
2023-12-17,21959.0,23959.0,19959.0
2023-12-24,20430.0,22430.0,18430.0
2023-12-31,15668.0,17668.0,13668.0
