,Net_Artikels,Max,Min
2020-01-05,1279.0,1529.0,1029.0
2020-01-12,1451.0,1701.0,1201.0
2020-01-19,2039.0,2289.0,1789.0
2020-01-26,2300.0,2550.0,2050.0
2020-02-02,2313.0,2563.0,2063.0
2020-02-09,2477.0,2727.0,2227.0
2020-02-16,2545.0,2795.0,2295.0
2020-02-23,2768.0,3018.0,2518.0
2020-03-01,2871.0,3121.0,2621.0
2020-03-08,2837.0,3087.0,2587.0
2020-03-15,3011.0,3261.0,2761.0
2020-03-22,3218.0,3468.0,2968.0
2020-03-29,3355.0,3605.0,3105.0
2020-04-05,3405.0,3655.0,3155.0
2020-04-12,3364.0,3614.0,3114.0
2020-04-19,3317.0,3567.0,3067.0
2020-04-26,3432.0,3682.0,3182.0
2020-05-03,3278.0,3528.0,3028.0
2020-05-10,3474.0,3724.0,3224.0
2020-05-17,3391.0,3641.0,3141.0
2020-05-24,3457.0,3707.0,3207.0
2020-05-31,3439.0,3689.0,3189.0
2020-06-07,3412.0,3662.0,3162.0
2020-06-14,3558.0,3808.0,3308.0
2020-06-21,3695.0,3945.0,3445.0
2020-06-28,3880.0,4130.0,3630.0
2020-07-05,3839.0,4089.0,3589.0
2020-07-12,3775.0,4025.0,3525.0
2020-07-19,3578.0,3828.0,3328.0
2020-07-26,3524.0,3774.0,3274.0
2020-08-02,3085.0,3335.0,2835.0
2020-08-09,2479.0,2729.0,2229.0
2020-08-16,2334.0,2584.0,2084.0
2020-08-23,2524.0,2774.0,2274.0
2020-08-30,3011.0,3261.0,2761.0
2020-09-06,3271.0,3521.0,3021.0
2020-09-13,3460.0,3710.0,3210.0
2020-09-20,3610.0,3860.0,3360.0
2020-09-27,3805.0,4055.0,3555.0
2020-10-04,3802.0,4052.0,3552.0
2020-10-11,3880.0,4130.0,3630.0
2020-10-18,3966.0,4216.0,3716.0
2020-10-25,4178.0,4428.0,3928.0
2020-11-01,4170.0,4420.0,3920.0
2020-11-08,4065.0,4315.0,3815.0
2020-11-15,3874.0,4124.0,3624.0
2020-11-22,3827.0,4077.0,3577.0
2020-11-29,3774.0,4024.0,3524.0
2020-12-06,3677.0,3927.0,3427.0
2020-12-13,3367.0,3617.0,3117.0
2020-12-20,3108.0,3358.0,2858.0
2020-12-27,2822.0,3072.0,2572.0
