,Net_Artikels,Max,Min
2023-01-08,2131.0,2381.0,1881.0
2023-01-15,3485.0,3735.0,3235.0
2023-01-22,4181.0,4431.0,3931.0
2023-01-29,4494.0,4744.0,4244.0
2023-02-05,4724.0,4974.0,4474.0
2023-02-12,4827.0,5077.0,4577.0
2023-02-19,4798.0,5048.0,4548.0
2023-02-26,4953.0,5203.0,4703.0
2023-03-05,5384.0,5634.0,5134.0
2023-03-12,5566.0,5816.0,5316.0
2023-03-19,5843.0,6093.0,5593.0
2023-03-26,5850.0,6100.0,5600.0
2023-04-02,5862.0,6112.0,5612.0
2023-04-09,5848.0,6098.0,5598.0
2023-04-16,5926.0,6176.0,5676.0
2023-04-23,5990.0,6240.0,5740.0
2023-04-30,5863.0,6113.0,5613.0
2023-05-07,5791.0,6041.0,5541.0
2023-05-14,5948.0,6198.0,5698.0
2023-05-21,5860.0,6110.0,5610.0
2023-05-28,5747.0,5997.0,5497.0
2023-06-04,5693.0,5943.0,5443.0
2023-06-11,5993.0,6243.0,5743.0
2023-06-18,6129.0,6379.0,5879.0
2023-06-25,6239.0,6489.0,5989.0
2023-07-02,6346.0,6596.0,6096.0
2023-07-09,6379.0,6629.0,6129.0
2023-07-16,6344.0,6594.0,6094.0
2023-07-23,6337.0,6587.0,6087.0
2023-07-30,5721.0,5971.0,5471.0
2023-08-06,4531.0,4781.0,4281.0
2023-08-13,3467.0,3717.0,3217.0
2023-08-20,3199.0,3449.0,2949.0
2023-08-27,3974.0,4224.0,3724.0
2023-09-03,4899.0,5149.0,4649.0
2023-09-10,5364.0,5614.0,5114.0
2023-09-17,5674.0,5924.0,5424.0
2023-09-24,5909.0,6159.0,5659.0
2023-10-01,6091.0,6341.0,5841.0
2023-10-08,6246.0,6496.0,5996.0
2023-10-15,6388.0,6638.0,6138.0
2023-10-22,6464.0,6714.0,6214.0
2023-10-29,6476.0,6726.0,6226.0
2023-11-05,6542.0,6792.0,6292.0
2023-11-12,6608.0,6858.0,6358.0
2023-11-19,6610.0,6860.0,6360.0
2023-11-26,6526.0,6776.0,6276.0
2023-12-03,6461.0,6711.0,6211.0
2023-12-10,6334.0,6584.0,6084.0
2023-12-17,6167.0,6417.0,5917.0
2023-12-24,5579.0,5829.0,5329.0
2023-12-31,4033.0,4283.0,3783.0
