,Net_Artikels,Max,Min
2021-01-03,2732.0,3232.0,2232.0
2021-01-10,2601.0,3101.0,2101.0
2021-01-17,4047.0,4547.0,3547.0
2021-01-24,4497.0,4997.0,3997.0
2021-01-31,4643.0,5143.0,4143.0
2021-02-07,5083.0,5583.0,4583.0
2021-02-14,5317.0,5817.0,4817.0
2021-02-21,5765.0,6265.0,5265.0
2021-02-28,5971.0,6471.0,5471.0
2021-03-07,6140.0,6640.0,5640.0
2021-03-14,6511.0,7011.0,6011.0
2021-03-21,6574.0,7074.0,6074.0
2021-03-28,6323.0,6823.0,5823.0
2021-04-04,6129.0,6629.0,5629.0
2021-04-11,6368.0,6868.0,5868.0
2021-04-18,6191.0,6691.0,5691.0
2021-04-25,6297.0,6797.0,5797.0
2021-05-02,6478.0,6978.0,5978.0
2021-05-09,6422.0,6922.0,5922.0
2021-05-16,6348.0,6848.0,5848.0
2021-05-23,6597.0,7097.0,6097.0
2021-05-30,6551.0,7051.0,6051.0
2021-06-06,6486.0,6986.0,5986.0
2021-06-13,6874.0,7374.0,6374.0
2021-06-20,7007.0,7507.0,6507.0
2021-06-27,6786.0,7286.0,6286.0
2021-07-04,6693.0,7193.0,6193.0
2021-07-11,6611.0,7111.0,6111.0
2021-07-18,6571.0,7071.0,6071.0
2021-07-25,6197.0,6697.0,5697.0
2021-08-01,5248.0,5748.0,4748.0
2021-08-08,4235.0,4735.0,3735.0
2021-08-15,4210.0,4710.0,3710.0
2021-08-22,4637.0,5137.0,4137.0
2021-08-29,5498.0,5998.0,4998.0
2021-09-05,6234.0,6734.0,5734.0
2021-09-12,6277.0,6777.0,5777.0
2021-09-19,6514.0,7014.0,6014.0
2021-09-26,6829.0,7329.0,6329.0
2021-10-03,6987.0,7487.0,6487.0
2021-10-10,7470.0,7970.0,6970.0
2021-10-17,7687.0,8187.0,7187.0
2021-10-24,7754.0,8254.0,7254.0
2021-10-31,7819.0,8319.0,7319.0
2021-11-07,7550.0,8050.0,7050.0
2021-11-14,7212.0,7712.0,6712.0
2021-11-21,7139.0,7639.0,6639.0
2021-11-28,6905.0,7405.0,6405.0
2021-12-05,7178.0,7678.0,6678.0
2021-12-12,6630.0,7130.0,6130.0
2021-12-19,6458.0,6958.0,5958.0
2021-12-26,5139.0,5639.0,4639.0
