,Net_Artikels,Max,Min
2022-12-25,7073.0,7573.0,6573.0
2023-01-01,4293.0,4793.0,3793.0
2023-01-08,3058.0,3558.0,2558.0
2023-01-15,4802.0,5302.0,4302.0
2023-01-22,5660.0,6160.0,5160.0
2023-01-29,5793.0,6293.0,5293.0
2023-02-05,5858.0,6358.0,5358.0
2023-02-12,6042.0,6542.0,5542.0
2023-02-19,6120.0,6620.0,5620.0
2023-02-26,6527.0,7027.0,6027.0
2023-03-05,7036.0,7536.0,6536.0
2023-03-12,7199.0,7699.0,6699.0
2023-03-19,7497.0,7997.0,6997.0
2023-03-26,7550.0,8050.0,7050.0
2023-04-02,7717.0,8217.0,7217.0
2023-04-09,7988.0,8488.0,7488.0
2023-04-16,8060.0,8560.0,7560.0
2023-04-23,7960.0,8460.0,7460.0
2023-04-30,7778.0,8278.0,7278.0
2023-05-07,7884.0,8384.0,7384.0
2023-05-14,7986.0,8486.0,7486.0
2023-05-21,7979.0,8479.0,7479.0
2023-05-28,7991.0,8491.0,7491.0
2023-06-04,7800.0,8300.0,7300.0
2023-06-11,8083.0,8583.0,7583.0
2023-06-18,8237.0,8737.0,7737.0
2023-06-25,8313.0,8813.0,7813.0
2023-07-02,8435.0,8935.0,7935.0
2023-07-09,8375.0,8875.0,7875.0
2023-07-16,8181.0,8681.0,7681.0
2023-07-23,7790.0,8290.0,7290.0
2023-07-30,6974.0,7474.0,6474.0
2023-08-06,5674.0,6174.0,5174.0
2023-08-13,4793.0,5293.0,4293.0
2023-08-20,4958.0,5458.0,4458.0
2023-08-27,6460.0,6960.0,5960.0
2023-09-03,7780.0,8280.0,7280.0
2023-09-10,8347.0,8847.0,7847.0
2023-09-17,8531.0,9031.0,8031.0
2023-09-24,9038.0,9538.0,8538.0
2023-10-01,9059.0,9559.0,8559.0
2023-10-08,9106.0,9606.0,8606.0
2023-10-15,9511.0,10011.0,9011.0
2023-10-22,9377.0,9877.0,8877.0
2023-10-29,9193.0,9693.0,8693.0
2023-11-05,9290.0,9790.0,8790.0
2023-11-12,9243.0,9743.0,8743.0
2023-11-19,9103.0,9603.0,8603.0
2023-11-26,9052.0,9552.0,8552.0
2023-12-03,8938.0,9438.0,8438.0
2023-12-10,8580.0,9080.0,8080.0
2023-12-17,8446.0,8946.0,7946.0
