,Net_Artikels,Max,Min
2021-01-03,1671.0,2171.0,1171.0
2021-01-10,1939.0,2439.0,1439.0
2021-01-17,3100.0,3600.0,2600.0
2021-01-24,3107.0,3607.0,2607.0
2021-01-31,3195.0,3695.0,2695.0
2021-02-07,3317.0,3817.0,2817.0
2021-02-14,3524.0,4024.0,3024.0
2021-02-21,3716.0,4216.0,3216.0
2021-02-28,3801.0,4301.0,3301.0
2021-03-07,3919.0,4419.0,3419.0
2021-03-14,4132.0,4632.0,3632.0
2021-03-21,4532.0,5032.0,4032.0
2021-03-28,4668.0,5168.0,4168.0
2021-04-04,4846.0,5346.0,4346.0
2021-04-11,5013.0,5513.0,4513.0
2021-04-18,4886.0,5386.0,4386.0
2021-04-25,5009.0,5509.0,4509.0
2021-05-02,5033.0,5533.0,4533.0
2021-05-09,5218.0,5718.0,4718.0
2021-05-16,5242.0,5742.0,4742.0
2021-05-23,5431.0,5931.0,4931.0
2021-05-30,5467.0,5967.0,4967.0
2021-06-06,5402.0,5902.0,4902.0
2021-06-13,5690.0,6190.0,5190.0
2021-06-20,5630.0,6130.0,5130.0
2021-06-27,5542.0,6042.0,5042.0
2021-07-04,5316.0,5816.0,4816.0
2021-07-11,5075.0,5575.0,4575.0
2021-07-18,5039.0,5539.0,4539.0
2021-07-25,4822.0,5322.0,4322.0
2021-08-01,4386.0,4886.0,3886.0
2021-08-08,3850.0,4350.0,3350.0
2021-08-15,3793.0,4293.0,3293.0
2021-08-22,4069.0,4569.0,3569.0
2021-08-29,4318.0,4818.0,3818.0
2021-09-05,4474.0,4974.0,3974.0
2021-09-12,4519.0,5019.0,4019.0
2021-09-19,4882.0,5382.0,4382.0
2021-09-26,5183.0,5683.0,4683.0
2021-10-03,5228.0,5728.0,4728.0
2021-10-10,5305.0,5805.0,4805.0
2021-10-17,5553.0,6053.0,5053.0
2021-10-24,5427.0,5927.0,4927.0
2021-10-31,5564.0,6064.0,5064.0
2021-11-07,5397.0,5897.0,4897.0
2021-11-14,5131.0,5631.0,4631.0
2021-11-21,5217.0,5717.0,4717.0
2021-11-28,5002.0,5502.0,4502.0
2021-12-05,5086.0,5586.0,4586.0
2021-12-12,4647.0,5147.0,4147.0
2021-12-19,4005.0,4505.0,3505.0
2021-12-26,3059.0,3559.0,2559.0
