,Net_Artikels,Max,Min
2020-01-05,1179.0,1679.0,679.0
2020-01-12,1375.0,1875.0,875.0
2020-01-19,1824.0,2324.0,1324.0
2020-01-26,1914.0,2414.0,1414.0
2020-02-02,2007.0,2507.0,1507.0
2020-02-09,2176.0,2676.0,1676.0
2020-02-16,2278.0,2778.0,1778.0
2020-02-23,2408.0,2908.0,1908.0
2020-03-01,2515.0,3015.0,2015.0
2020-03-08,2554.0,3054.0,2054.0
2020-03-15,2770.0,3270.0,2270.0
2020-03-22,3003.0,3503.0,2503.0
2020-03-29,3109.0,3609.0,2609.0
2020-04-05,3305.0,3805.0,2805.0
2020-04-12,3352.0,3852.0,2852.0
2020-04-19,3247.0,3747.0,2747.0
2020-04-26,3363.0,3863.0,2863.0
2020-05-03,3390.0,3890.0,2890.0
2020-05-10,3592.0,4092.0,3092.0
2020-05-17,3765.0,4265.0,3265.0
2020-05-24,3900.0,4400.0,3400.0
2020-05-31,3916.0,4416.0,3416.0
2020-06-07,3978.0,4478.0,3478.0
2020-06-14,4037.0,4537.0,3537.0
2020-06-21,3941.0,4441.0,3441.0
2020-06-28,3897.0,4397.0,3397.0
2020-07-05,3887.0,4387.0,3387.0
2020-07-12,3744.0,4244.0,3244.0
2020-07-19,3674.0,4174.0,3174.0
2020-07-26,3652.0,4152.0,3152.0
2020-08-02,3451.0,3951.0,2951.0
2020-08-09,3059.0,3559.0,2559.0
2020-08-16,2823.0,3323.0,2323.0
2020-08-23,3155.0,3655.0,2655.0
2020-08-30,3487.0,3987.0,2987.0
2020-09-06,3512.0,4012.0,3012.0
2020-09-13,3783.0,4283.0,3283.0
2020-09-20,4066.0,4566.0,3566.0
2020-09-27,4223.0,4723.0,3723.0
2020-10-04,4146.0,4646.0,3646.0
2020-10-11,4248.0,4748.0,3748.0
2020-10-18,4523.0,5023.0,4023.0
2020-10-25,4667.0,5167.0,4167.0
2020-11-01,4619.0,5119.0,4119.0
2020-11-08,4340.0,4840.0,3840.0
2020-11-15,4057.0,4557.0,3557.0
2020-11-22,4038.0,4538.0,3538.0
2020-11-29,3921.0,4421.0,3421.0
2020-12-06,3831.0,4331.0,3331.0
2020-12-13,3184.0,3684.0,2684.0
2020-12-20,2617.0,3117.0,2117.0
2020-12-27,2235.0,2735.0,1735.0
